"","library_name","type_of_elimination","source","ulc_member","reason_for_stopping_fines","lat","long","policy_notes","official_policy_link","state","fine_free_date","fine_free_date_notes","amnesty","amnesty_notes","literature","ffl_timestamp","library_url"
"491","Whatcom County Library System","Children and Teens Only","https://www.wcls.org/","FALSE",NA,48.830422,-122.539526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","Whistler Public Library","Everyone","https://www.whistler.ca/media/news/whistler-public-library-discontinue-late-fines","FALSE","“Fines are less than 1% of our operating revenue and do not represent the relationship we want to have with the community, which is one of altruism and good will. The practice is no longer keeping up with the mission,” said Gord Annand, Whistler Public Library Board Chair.  “It is important to acknowledge that people have already paid for these resources with their tax dollars. Fines often discourage access to the library by the very people who need it the most. We know that a vibrant library correlates to a healthy community and we want people to feel positively about the library” said Elizabeth Tracy, Library Director.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","Whitesville Public LIbrary","Partial Fines (no juvenile or young adult fines, select overdue media, etc.)","Our policies are on our website.  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/25/2019 13:14:37","www.whitesvillelibrary.org"
"494","Whiting Public Library","No Fines","No, not yet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/19/2019 22:08:28","www.whiting.lib.in.us"
"495","Wide Awake Club Library","No Fines","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/1/2019 16:45:07","www.fillmorelibrary.com"
"496","Willimantic Public Library ","No Fines","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/22/2019 18:27:25","www.willimanticlibrary.org"
"497","Willoughby-Eastlake Public LIbrary","Partial Fines (no juvenile or young adult fines, select overdue media, etc.)","https://we247.org/fine-free-coming-soon/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/14/2019 14:55:18","https://we247.org/"
"498","Willowick Public Library ","In the Process of Removing Fines","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/26/2019 11:53:57","We247.org"
"499","Wood County District Public Library","Everyone","https://www.sent-trib.com/news/wood-county-library-joins-growing-movement-by-going-fine-free/article_e717562a-b299-11e7-abc0-47f8f9643388.html","FALSE","Director Michael Penrod cited several reasons for doing away with fines. He said they are keeping poor patrons away from the library and that many libraries have started doing away with them. ""Fines serve more as a barrier to service,"" he said. ""The person that pays the fines is a loyal patron who comes in and checks out books every month.""",41.376438,-83.651058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","Woods Memorial Library","No Fines","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/10/2019 20:07:58","www.barrelibrary.org"
"501","Worthington Libraries","Everyone","http://www.dispatch.com/content/stories/local/2016/09/27/Worthington-Libraries-no-fines.html","FALSE","Fines make up less than 1 percent of the library’s annual revenue, and eliminating them won’t “significantly” affect the library’s budget, said library director Chuck Gibson. “But it will lessen the financial burden on library patrons, especially those who need our services the most. That is why the library board unanimously voted to make this change,”",40.090825,-83.01649,"fees for lost or damaged items will still be levied. For items that exceed 35 days past due, patrons will be billed for the item and their account turned over to a collection agency.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","Yankton Community Library","Everyone","https://www.yankton.net/community/article_752b2b9e-dfbd-11e7-9538-efc61db2d8e4.html","FALSE","""The research has shown that fines don’t actually encourage people to bring books back any sooner,"" said Library Director Tonya Olson Ferrell. ""They kind of just bring them back when they’re gonna bring them back.""According to her, libraries around the country began to realize that not only do fines not generate that much money, they actually prevent kids and lower-income individuals from using the libraries.""We really wanted to get away from the punitive side of things,"" she said. ""Ten cents a day might not seem like a big thing to you or me, but for somebody, that might be a real barrier to using the library."" Initially, the thought was to stop fining kids for late books, because they have so little control over when they can actually make it to the library. But kids aren’t the only ones who have to worry about unreliable transportation. The conversation evolved from there.",42.873513,-97.394243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","York Public Library","No Fines","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/24/2019 14:16:16","www.york.lib.me.us"
