library_name,type_of_elimination,source,ulc_member,reason_for_stopping_fines,lat,long,policy_notes,official_policy_link,state,fine_free_date,fine_free_date_notes,amnesty,amnesty_notes,literature,ffl_timestamp,library_url
Abilene Public Library,Everyone,https://www.bigcountryhomepage.com/news/main-news/all-branches-of-the-abilene-public-library-will-stop-fining-for-overdue-items-starting-oct-1/1480588788,FALSE,"""A lot of people don't want to use books from the library if they're getting fines charged to them.""",32.450937,-99.735723,other library systems started a new policy about five or six years ago that has shown to be effective.,NA,TX,2018-10-01,NA,NA,NA,NA,NA,https://www.abilenetx.gov/city-hall/departments/community-services/library
Adair County Public Library,No Fines,,NA,NA,NA,NA,NA,NA,KY,NA,NA,NA,NA,NA,1/25/19 0:28,https://www.adaircountypubliclibrary.com
Addison Public Library,No Fines,"https://www.railslibraries.info/news/133550, https://www.addisonlibrary.org/overdue-fines",NA,NA,NA,NA,NA,https://www.addisonlibrary.org/overdue-fines,IL,2016-11-01,NA,NA,NA,NA,7/22/19 10:35,addisonlibrary.org
Alachua County Library District,No Fines,"No, we have not charged late fees for many years",NA,NA,NA,NA,NA,NA,FL,NA,NA,NA,NA,NA,5/23/19 4:33,www.aclib.us
Alameda County Library,Everyone,https://guides.aclibrary.org/blog/Fine-Free-for-All,TRUE,"Studies have shown that library fines create significant barriers to library access, especially for families on fixed incomes and among children and teens.",NA,NA,NA,NA,CA,2019-07-01,NA,NA,NA,NA,NA,https://www.aclibrary.org/home
Albany County Public Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",,NA,NA,NA,https://www.acplwy.org/wp-content/uploads/POLICYMANUAL-2018.pdf,"The library only charges overdue fees for DVDs, video games, board games, National Parks passes, and iPads. There are no fees on children�s items, or books. The overdue fee for DVDs and video games is $0.25 per day. Board games and National Parks passes have a $2.00 per day fee, and iPads are $5.00 per day.",NA,WY,NA,NA,NA,NA,NA,1/26/19 1:51,https://www.acplwy.org/
Albany Public Library,Everyone,https://www.albanypubliclibrary.org/blog/apl-to-eliminate-late-fines-for-books-media/,FALSE,"Albany Public Library is joining the ranks of libraries nationwide that are removing fines for overdue items to make it easier for people to borrow books, DVDS, and other materials for education and entertainment,” said Scott C. Jarzombek, APL executive director.  “Late fines are a poor incentive for people to bring books back on time. And, they keep people who are unable to pay those fines away from the library. By eliminating late fines, we hope to bring people back to the library and make it easier for them to borrow and use our collection,”",NA,NA,NA,NA,NY,2019-01-01,NA,NA,NA,NA,NA,https://www.albanypubliclibrary.org/
Albert Wisner Public Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",,NA,NA,NA,NA,NA,https://www.albertwisnerlibrary.org/content/library-fines-and-fees,NY,2018-09-01,NA,NA,NA,NA,7/22/19 9:49,www.albertwisnerlibrary.org
Albuquerque and Bernalillo County Library System,Everyone,https://abqlibrary.org/librarycards/fineprint,TRUE,NA,35.086142,-106.653215,Fine Free for over 25 years,NA,NM,NA,NA,NA,NA,NA,NA,https://abqlibrary.org/home
Alfred Box of Books Library,No Fines,https://www.nyla.org/max/4DCGI/cms/review.html?Action=CMS_Document&DocID=2664&MenuKey=eBulletin,NA,NA,NA,NA,NA,NA,NY,NA,NA,NA,NA,NA,1/25/19 11:12,www.alfredboxofbookslibrary.org
Algonquin Area Public Library District,Everyone,http://www.nwherald.com/2014/09/03/algonquin-area-library-to-stop-charging-overdue-fines/agbm8x8/,FALSE,"Fines make up just less than $60,000 in revenue in the library’s $6 million budget. The vast majority of overdue items are less than a week overdue ",42.162368,-88.346267," Under the new policy, if an item is overdue by two weeks, the library will send the cardholder a bill for the item and suspend the borrowing privileges until the item is returned or the bill is settled. The library still will charge cardholders for lost or damaged items.",NA,IL,2014-09-15,NA,NA,NA,NA,NA,https://www.aapld.org/
Allegan District Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",https://alleganlibrary.org/no-more-fines-on-books/,NA,NA,NA,NA,NA,NA,MI,2019-01-01,NA,NA,NA,NA,5/22/19 17:36,www.alleganlibrary.org
Altadena Libraries,Everyone,https://www.altadenalibrary.org/borrowing/,FALSE,NA,NA,NA,NA,NA,CA,2017-05-01,NA,NA,NA,NA,1/25/19 13:56,https://www.altadenalibrary.org
Amery Area Public Library,No Fines,,NA,NA,NA,NA,"The Amery Area Public Library is fine free.  Lost or damaged items, and items checked out at other libraries, will still be billed accordingly.",https://amerylibrary.org/wp-content/uploads/2019/10/CirculationofLibraryMaterials-09162019.pdf,WI,NA,NA,NA,NA,NA,6/1/19 10:58,https://www.amerylibrary.org/
Amsterdam Free Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",,NA,NA,NA,NA,NA,NA,NY,NA,NA,NA,NA,NA,7/22/19 11:20,http://www.amsterdamlibrary.com/index.html
Anderson Public Library,No Fines,https://www.heraldbulletin.com/news/local_news/anderson-library-takes-fines-off-the-books/article_0a4c73ef-0999-5bd3-8d91-15120476e519.html,NA,NA,NA,NA,NA,NA,IN,2018-09-01,NA,NA,NA,NA,5/22/19 23:08,www.andersonlibrary.net
Angelica Free Library,No Fines,"no, but it's a great idea!",NA,NA,NA,NA,NA,NA,NY,NA,NA,NA,NA,NA,1/26/19 11:26,angelicafreelibrary.org
Anythink,Everyone,https://www.anythinklibraries.org/about/policies,TRUE,NA,39.987021,-104.819539,NA,https://www.anythinklibraries.org/about/policies,CO,NA,NA,NA,NA,NA,NA,https://www.anythinklibraries.org/
Arapahoe Library District,Everyone,https://arapahoelibraries.org/faq/fine-free/,FALSE,The change in the overdue fine policy was implemented to eliminate any barriers for our patrons to use our libraries and to access the wealth of materials and resources available. The elimination of overdue fines is another way to serve our community and encourage those who might not regularly use the library to stop by and experience what we have to offer.,39.578915,-104.838807,"A replacement cost will be assessed if an item is not returned within 30 days after its due date. Once the billed item is returned, the replacement cost will be waived.",https://arapahoelibraries.org/library-policies/fines-and-fees/,CO,2017-04-01,NA,NA,NA,NA,NA,https://arapahoelibraries.org/
Ardmore Public Library,No Fines,,NA,NA,NA,NA,NA,https://ardmore.okpls.org/wp-content/uploads/2019/08/APLPolicyManual2019.pdf,OK,NA,NA,NA,NA,NA,8/19/19 16:14,www.ardmorelibrary.org
